Desktop_Software_Build_Version,1.7
Site_Name,,
005,15:47:58,36.57865N,127.67389E,5,NaN,0.52,NaN,NaN,NaN,0.6,0.312,80,0,0.028,-0.005,NaN,-10.68,0.001,0.001,0,23.515,21.795,NaN,Best,22.347,2.685,1.00,NaN,NaN,NaN,NaN
005,15:45:53,36.57865N,127.67389E,5,NaN,0.52,NaN,NaN,NaN,0.8,0.416,80,0,0.012,0.001,NaN,5.567,0.001,0,0,34.692,31.704,NaN,Best,22.324,2.661,1.00,NaN,NaN,NaN,NaN
006,15:50:27,36.57865N,127.67388E,6,NaN,0.51,NaN,NaN,NaN,0.2,0.102,80,0,0.053,-0.012,NaN,-12.488,0.001,0.001,0,23.503,21.62,NaN,Best,22.331,2.556,1.00,0.042,0.51,0.021,16.601
006,15:49:28,36.57865N,127.67388E,6,NaN,0.51,NaN,NaN,NaN,0.8,0.408,80,0,0.031,0.001,NaN,2.221,0.001,0.001,0,22.649,20.521,NaN,Best,22.312,2.449,1.00,NaN,NaN,NaN,NaN
007,15:52:25,36.57865N,127.67389E,7,NaN,0.45,NaN,NaN,NaN,0.6,0.27,80,0,0.03,-0.006,NaN,-10.749,0.001,0.001,0,20.985,18.75,NaN,Best,22.267,2.056,1.00,0.03,0.45,0.014,10.601
008,15:54:11,36.57863N,127.67390E,8,NaN,0.28,NaN,NaN,NaN,0.6,0.168,80,0,0.022,0.004,NaN,11.561,0.001,0,0,11.9,10.98,NaN,Fair,22.209,2.542,1.00,0.022,0.28,0.006,4.707
009,15:55:55,36.57863N,127.67392E,9,NaN,0.17,NaN,NaN,NaN,0.6,0.102,80,0,0.01,-0.003,NaN,-15.365,0.001,0,0,32.298,30.603,NaN,Best,22.239,2.491,1.00,0.01,0.17,0.002,1.334
010,15:57:22,36.57862N,127.67391E,10,NaN,0.2,NaN,NaN,NaN,0.6,0.12,80,0,0.02,-0.007,NaN,-19.873,0.001,0.001,0,27.518,25.256,NaN,Fair,22.239,2.271,1.00,0.02,0.2,0.004,3.158
011,15:58:46,36.57861N,127.67392E,11,NaN,0.2,NaN,NaN,NaN,0.6,0.12,80,0,0.015,-0.006,NaN,-20.68,0.001,0.001,0,24.379,22.133,NaN,Best,22.239,2.721,1.00,0.015,0.2,0.003,2.37
012,15:59:59,36.57856N,127.67390E,12,NaN,0.2,NaN,NaN,NaN,0.6,0.12,80,0,0.025,-0.005,NaN,-11.668,0.001,0.001,0,25.12,22.722,NaN,Best,22.284,2.798,1.00,0.025,0.2,0.005,3.822
013,16:01:18,36.57857N,127.67392E,13,NaN,0.17,NaN,NaN,NaN,0.6,0.102,80,0,0.019,-0.003,NaN,-8.079,0.001,0,0,23.547,21.556,NaN,Best,22.309,2.967,1.00,0.019,0.17,0.003,2.516
014,16:02:51,36.57856N,127.67392E,14,NaN,0.17,NaN,NaN,NaN,0.6,0.102,80,0,0.012,-0.001,NaN,-3.761,0.001,0.001,0,22.73,19.896,NaN,Best,22.33,3.05,1.00,0.012,0.17,0.002,1.573
015,16:04:38,36.57855N,127.67393E,15,NaN,0.29,NaN,NaN,NaN,0.6,0.174,80,1,0.023,-0.003,NaN,-8.658,0,0,0,20.735,19.837,NaN,Best,22.342,3.476,1.00,0.023,0.29,0.007,5.103
016,16:06:09,36.57855N,127.67394E,16,NaN,0.26,NaN,NaN,NaN,0.6,0.156,80,1,0.018,0.001,NaN,2.132,0.001,0,0,20.201,19.791,NaN,Best,22.346,3.162,1.00,0.018,0.26,0.005,3.644
017,16:07:56,36.57856N,127.67397E,17,NaN,0.34,NaN,NaN,NaN,0.6,0.204,80,0,0.016,-0.004,NaN,-14.212,0.001,0,0,20.967,19.259,NaN,Poor,22.311,2.91,1.00,0.016,0.34,0.006,4.269
018,16:09:23,36.57855N,127.67396E,18,NaN,0.35,NaN,NaN,NaN,0.6,0.21,80,0,0.01,-0.003,NaN,-15.962,0,0,0,22.4,20.901,NaN,Best,22.275,3.081,1.00,0.01,0.35,0.003,2.637
019,16:10:44,36.57855N,127.67393E,19,NaN,0.22,NaN,NaN,NaN,0.6,0.132,80,0,0,0,NaN,-161.185,0,0,0,45.276,38.988,NaN,Good,22.239,2.298,1.00,0,0.22,0,-0.077
020,16:12:04,36.57853N,127.67397E,20,NaN,0.22,NaN,NaN,NaN,0.6,0.132,80,0,0.005,-0.005,NaN,-41.705,0,0,0,43.673,41.862,NaN,Best,22.239,3.081,1.00,0.005,0.165,0.001,0.661
021,16:12:59,36.579,127.674,20.5,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Undefined,NaN,NaN,1.00,0.005,0,0,0
